,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,51,165.5224126463165,10.0,0.3330812439661138,114.97737808289487,1.0,0.026173148844104988,297.3475700108695,10.0,0.940981187461955,126.78821744694685,10.0,0.26726457677757126,342.18262102662266,1.5,0.8891242855119372,4.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,policy 1,dikesnet
11,66,316.3662051287174,10.0,0.5754026988678245,312.04781847154027,1.5,0.24428622372020503,161.97629239896327,10.0,0.7305226807829208,93.11560731569271,10.0,0.3882727986399819,78.43434752291815,1.5,0.9629118609487156,3.5,4.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,policy 1,dikesnet
12,118,59.77958572902118,1.0,0.47083104662533554,240.5281361427079,10.0,0.9925109213949543,66.4887878937797,1.0,0.8388978156027994,253.27743434511592,1.0,0.21960540955717522,264.1898394583677,1.5,0.13405353827748093,1.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,policy 1,dikesnet
13,0,49.93609120256443,1.0,0.5113650603989698,333.00717259999817,10.0,0.6807515802902931,273.5729891361908,1.0,0.9064737415840319,335.2702166501199,10.0,0.028794207066446368,244.9722913128627,1.5,0.8427107098938406,1.5,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,policy 1,dikesnet
14,62,308.48876614627665,1.5,0.8197301468285273,185.82121356332414,1.5,0.7520129977557622,69.05327724666178,1.5,0.7891340644445803,39.38473992176296,1.0,0.04504329179352176,290.77964890256294,1.5,0.5314976368197096,2.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,policy 1,dikesnet
15,83,335.2783719868319,1.0,0.4013691774959242,299.5705729469616,10.0,0.8614454158672473,45.24908673490533,10.0,0.48614678225119534,212.2943937997729,1.0,0.468476773983585,189.66931689990463,1.5,0.7805440859801529,4.5,1.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,policy 1,dikesnet
16,4,289.4033211379457,1.5,0.6296660919728244,43.91707439510435,1.5,0.4594593827144422,311.9085402762109,10.0,0.5604162524643851,68.57867812731138,1.5,0.5294014642302852,250.07126362696175,10.0,0.6149154534747164,4.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,policy 1,dikesnet
17,85,306.6184992177972,10.0,0.976423169875876,80.46372466183637,10.0,0.971215081383135,301.52620782658124,1.0,0.15919102314065756,230.07566325318032,10.0,0.08195617386745317,200.5521284386666,10.0,0.762275264702036,3.5,2.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,policy 1,dikesnet
18,74,322.77524489908905,10.0,0.1334714111250499,218.79594548174947,1.5,0.4487573250902754,54.39084375030518,10.0,0.29762325511043664,104.84827062954449,10.0,0.20132822635452316,178.8077298168339,10.0,0.1534339581494072,4.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,policy 1,dikesnet
19,83,88.21606986321282,1.5,0.21974024386207158,227.49171709949957,10.0,0.4131223538088193,200.52660317409664,1.0,0.08621166783383202,252.3937115995788,1.0,0.6572364039863482,174.34792040019508,1.5,0.6177776155100737,3.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,policy 1,dikesnet
20,94,100.86868908952182,1.5,0.9108443483137814,109.6513359579853,1.5,0.0003710705228325517,276.8266052136256,10.0,0.8591509413850145,129.23205303640066,1.5,0.9666670273173013,173.91928768175657,10.0,0.4844280872864804,2.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,policy 1,dikesnet
21,43,54.943454675874975,1.0,0.5896049852836556,167.45098012467824,10.0,0.7165287996862674,303.085818977294,1.5,0.5132284885725737,311.0705565860241,1.5,0.5894059997340849,75.53496523381737,10.0,0.7456402406751627,3.5,1.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,policy 1,dikesnet
22,12,196.5041176928295,10.0,0.8229690769632833,251.75670008197977,1.0,0.32127824866858584,343.2520637078203,1.0,0.4771603823650351,216.7318735874519,10.0,0.43828885351187197,47.301871061575405,1.5,0.9883850141595377,3.5,1.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,policy 1,dikesnet
23,18,78.79030086884438,1.0,0.2890865700545646,47.07904145538221,1.0,0.5409449008857647,152.08230558385532,1.0,0.8838152241623382,177.23732357871268,10.0,0.17136481696782366,109.47017504892516,10.0,0.8160533976689774,1.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,policy 1,dikesnet
24,34,98.12029584850576,1.5,0.03607441938345601,311.5015900298565,1.5,0.06648573195161844,318.13077819222514,1.5,0.45643532540215587,238.0836899860695,10.0,0.8910502794234005,235.05715762368385,1.5,0.6031504863150277,3.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,policy 1,dikesnet
25,123,215.54881954756328,1.0,0.8900100061295321,197.78925991125334,10.0,0.5108631819536523,82.75738429236611,10.0,0.4344016712850258,256.288662702691,1.0,0.40717121034745235,90.03951021636726,10.0,0.11723955328332313,3.5,4.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,policy 1,dikesnet
26,123,63.844542093010496,10.0,0.0036907367360247264,44.56868238988828,10.0,0.9380312944744281,41.438197006499834,1.5,0.31987143548369934,166.69029404441875,1.5,0.7249041389734521,316.35876940726155,1.5,0.5261069788362904,2.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,policy 1,dikesnet
27,44,154.43102494058635,1.0,0.6308854041490278,256.2168105668575,1.5,0.7698886039500579,134.57456987044975,1.0,0.5187425762652642,172.2571889629489,1.0,0.21130173677089775,122.66527143394211,10.0,0.013116458422586939,2.5,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,policy 1,dikesnet
28,50,346.64264063956347,1.5,0.07529432600917649,58.68444992962587,1.0,0.7988819721874578,143.9488164134894,1.0,0.604551951218854,90.87696949040118,10.0,0.8462463950406861,323.7087814241351,1.5,0.36605596239893656,2.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,policy 1,dikesnet
29,115,146.00016309478298,1.0,0.4221768140250585,41.817069002816275,10.0,0.8313755456682111,188.5393385529499,1.0,0.040498724866990306,48.3907537994996,1.0,0.7591949826367858,229.31385356962636,10.0,0.8393284134469645,2.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,policy 1,dikesnet
30,45,131.34459692633425,10.0,0.6060100289785479,259.8506329249787,1.0,0.11774297996731638,315.1600731964198,1.5,0.8252630373190752,148.6446805314078,1.5,0.8181554022565833,92.18801899873428,1.0,0.7071684923938419,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,policy 1,dikesnet
31,98,99.74478821327489,10.0,0.5633692195314466,73.93391519044854,10.0,0.8283164386125921,216.75094154798958,10.0,0.0035288759022465087,61.82256394295595,1.5,0.0425921859399388,243.70947646356535,1.0,0.8540536088001348,1.5,2.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,policy 1,dikesnet
32,71,123.51702534994703,1.5,0.9470176832926678,224.5911123352838,1.5,0.12176300961833665,80.99632092557246,1.5,0.22406494990252374,259.7708890255466,10.0,0.3465272056667397,340.53870296322725,1.5,0.3376464246747351,2.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,policy 1,dikesnet
33,92,329.72728898575207,1.0,0.6734236704892946,214.6660214277282,10.0,0.009429379537971306,330.7046808465803,1.0,0.13659727299364022,215.46724948098372,10.0,0.9746292257835958,36.04777238826148,1.5,0.1059464383279478,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,policy 1,dikesnet
34,125,47.06890694982208,10.0,0.5549499674200286,277.3523557772583,1.5,0.16330491589139834,31.994980296732052,10.0,0.09225466552904976,213.2338144721985,10.0,0.5506507674998066,169.05842469987294,10.0,0.40458489671386433,4.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,policy 1,dikesnet
35,57,244.02094400365866,10.0,0.41518389707766273,31.06363496209615,10.0,0.6792156890621467,323.365896674966,10.0,0.4977012110869181,319.6079051938105,1.5,0.20581652936622077,246.9556809077829,1.0,0.39875556705950566,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,policy 1,dikesnet
36,130,71.85290239984887,10.0,0.18976841607587838,231.9851170010902,1.0,0.9148544368401323,224.14972668282422,1.0,0.21512902574925155,316.92126435615404,1.0,0.1314581364427327,82.924539540126,1.0,0.8992953589180191,1.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,policy 1,dikesnet
37,91,155.20940656525892,1.0,0.5808581177590038,118.2851616146226,1.0,0.28035958844602743,157.67350087066228,1.5,0.7371125254696156,205.0247115488046,10.0,0.03973066936232872,311.702979584138,1.0,0.5186748476377611,1.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,policy 1,dikesnet
38,24,337.83975999958074,1.5,0.17487255611329056,127.2388594055164,1.5,0.4519868813160045,124.28175098167857,10.0,0.25357841327824215,46.53469159656068,1.0,0.29304427700915203,321.3315795463854,1.0,0.3508931093651014,2.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,policy 1,dikesnet
39,110,204.24849104154976,1.0,0.8381976582200255,325.0993185274357,10.0,0.5502828611265473,130.72357034267606,1.0,0.4623928674000749,240.6421905052726,10.0,0.09810110303704246,280.1883596492682,1.0,0.5127164214008406,1.5,2.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,policy 1,dikesnet
40,122,173.87768660455558,10.0,0.19175627607647464,38.17622980289711,1.0,0.2912950804973196,243.31326393771903,1.5,0.7150452829786869,297.3126435096829,10.0,0.45406993704649334,234.33263322973795,10.0,0.22705888927216142,3.5,2.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,policy 1,dikesnet
41,30,52.63948967657093,1.5,0.08016205359801841,146.78119580383432,10.0,0.4780296090183258,286.9174096818371,1.0,0.7145941240369741,250.4186785174942,1.0,0.8628773730536774,335.2751268360095,1.0,0.41832055033667753,1.5,1.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,policy 1,dikesnet
42,114,346.9909519564891,1.0,0.11235534644868203,62.38107972707784,1.0,0.4889708304018505,300.1195770166895,1.0,0.4196194557475878,222.1528443309884,1.0,0.8585159431203265,299.6158953316046,1.5,0.2110487285948901,3.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,policy 1,dikesnet
43,6,284.88257515457735,1.5,0.7489750695872314,137.49576874573663,1.0,0.348259481481123,138.43314440017744,1.0,0.10845573832592134,141.9821088687371,1.5,0.8032673093379576,317.3532740688382,1.5,0.32989139287692565,4.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,policy 1,dikesnet
44,29,38.01230568500196,1.0,0.3250585813125469,61.90028387867738,10.0,0.2535822902589678,304.5247706037238,1.0,0.2486837423077177,119.31349379433829,10.0,0.5021587909269232,153.1921588034917,1.0,0.7249569234034566,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,policy 1,dikesnet
45,114,204.50247843120465,1.0,0.44899655455209236,315.6871462650389,1.0,0.782084364915763,294.85191266290303,1.5,0.14307133577640593,74.24469815369461,1.5,0.41604552300080744,142.74811012803303,10.0,0.06000974518160807,2.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,policy 1,dikesnet
46,26,139.04675239958863,1.5,0.8035077285065003,340.7667124994039,1.5,0.35618743615858384,217.61674327719678,10.0,0.4129235893073018,188.3156314519769,10.0,0.6130365229362496,210.15390954427141,10.0,0.6359820423772355,3.5,1.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,policy 1,dikesnet
47,60,235.45274649952188,1.0,0.7128706986006733,169.68413569448785,10.0,0.6009014685268793,336.901986323855,1.0,0.5270795716483436,330.1787667933376,10.0,0.7273356869219146,220.62719509403308,1.5,0.9099395504316717,4.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,policy 1,dikesnet
48,107,274.0483186734233,1.5,0.15422307156521067,346.34545023503176,1.0,0.09228957056925836,164.57711373358055,1.0,0.1657365136954606,303.2809396231659,1.0,0.19605239875417502,192.1811994434862,1.5,0.2420738657800355,1.5,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,policy 1,dikesnet
49,14,181.39494366661535,10.0,0.25177828889676995,188.90271987370352,1.5,0.16623960813278793,126.09691799927717,1.5,0.5523803759574134,254.14280561272614,1.0,0.80980176895335,140.03756616591195,1.5,0.19825330160716614,2.5,1.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,policy 1,dikesnet
50,120,287.0851015046189,1.5,0.9433958131348328,141.37637535904042,1.5,0.2775102597138469,169.35490266341446,10.0,0.7286322310646994,63.99532918160435,10.0,0.2841774112731054,184.23313827134172,1.0,0.18139361498495624,4.5,1.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,policy 1,dikesnet
51,73,307.68834635380153,1.0,0.3627955033528704,262.07396552318346,1.0,0.3276336578856996,285.36615852644843,1.5,0.39272091071850224,272.2207737915079,1.0,0.2637331898554105,99.07369287490351,1.5,0.0777821418814957,2.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,policy 1,dikesnet
52,13,279.8499603672967,10.0,0.3182747741148074,228.95807310945202,1.5,0.3125856724066568,232.9472216304104,1.5,0.9908298324046307,235.17965351135217,1.5,0.9424262653259783,110.77301846591672,1.0,0.1216089672716801,2.5,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,policy 1,dikesnet
53,21,202.16367880155912,1.0,0.8567809549252061,255.02021249074264,10.0,0.7356648257562368,215.42489626165298,10.0,0.7089758264017084,343.6499181940263,10.0,0.9090335707318532,103.68948627851968,10.0,0.08608690080508982,4.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,policy 1,dikesnet
54,96,104.07721442581445,1.5,0.27318513388638965,304.5568061509804,1.5,0.7101749893981143,90.91285715264311,10.0,0.6543144390175092,297.18397156895344,1.0,0.898178414511396,84.88043400197988,10.0,0.1576190244916559,1.5,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,policy 1,dikesnet
55,62,166.968151701963,1.5,0.7035283291968188,269.62852907076405,1.0,0.17978273589664476,85.34606444107857,1.5,0.14662324583614839,266.2978798318015,1.0,0.4568642719827194,273.80037823797295,1.5,0.4109077892660292,2.5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,policy 1,dikesnet
56,30,182.89362577322973,1.5,0.925693831689717,206.14823212738156,10.0,0.7495000967918646,209.83331497216145,10.0,0.7795184307222038,100.74933331346281,1.5,0.9994962074315722,314.31587954079976,10.0,0.27637654193942646,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,policy 1,dikesnet
57,21,258.1881345263284,1.0,0.5475029447800751,136.7545910116755,1.5,0.5317357923867052,38.89641398883683,10.0,0.3061648282407973,203.42524050736904,1.5,0.5091476176841584,72.78128421908364,10.0,0.19279362354155072,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,policy 1,dikesnet
58,94,192.24162088952284,1.0,0.3537805790531887,248.20146010704786,10.0,0.903232199893457,193.27422392504502,1.5,0.03976915809320029,346.5784817960302,10.0,0.2488726922289053,82.78103078940445,1.0,0.06500100673219793,4.5,4.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,policy 1,dikesnet
59,132,327.9770967469456,10.0,0.38527732844645785,151.55006788005807,1.0,0.8970378878387176,255.62929243816302,1.5,0.680269419094276,106.74375170283439,10.0,0.30149152516308036,154.66336187414876,1.0,0.26192704155931595,3.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,policy 1,dikesnet
60,20,142.45071564032907,10.0,0.7572673917368138,149.98973910722904,1.0,0.40406698167570315,101.97934705479723,1.0,0.11262690266692242,144.26164527030926,1.0,0.17972761134065965,50.41688458672384,10.0,0.0268711783871851,2.5,1.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,policy 1,dikesnet
61,103,207.71010562755035,10.0,0.45666569083220104,233.3023125254686,1.5,0.8130683597293424,34.70531336842387,1.0,0.8079147136928471,280.2474747824798,1.0,0.009190599919787304,253.66892250581407,1.5,0.5837943638673007,2.5,2.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,policy 1,dikesnet
62,8,244.5845546321118,1.0,0.04304358408095133,286.9217255978294,10.0,0.3308874692168798,184.37150408781054,1.5,0.8607566896440365,88.03752660099843,1.5,0.11645770763489137,232.85498456269568,1.5,0.6880185884261378,2.5,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,policy 1,dikesnet
63,5,302.0793763000289,10.0,0.9151590853878749,213.8524850853439,1.5,0.8151491457816381,349.6982713547196,10.0,0.848894652688783,159.39670714201927,1.5,0.02304482015543532,301.78137183790386,10.0,0.28419554087675875,3.5,1.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,policy 1,dikesnet
64,88,283.4497316102557,10.0,0.4771874365404337,242.5376000575589,10.0,0.15952827930138144,327.39510804555897,10.0,0.9205170692292091,58.991068171086454,1.0,0.5428699280535707,148.0510464770827,1.5,0.6427353057298005,4.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,policy 1,dikesnet
65,42,94.9905597125194,10.0,0.31251331106659563,244.35521625525325,1.5,0.6092400045946099,322.77994344433887,1.5,0.8338944528914365,242.32397096058406,1.5,0.9465278488134352,140.46194008011915,1.5,0.5895461596263998,4.5,3.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,policy 1,dikesnet
