,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.4 Expected Annual Damage,A.4 Expected Number of Deaths,Total Infrastructure Costs,Total Expected Annual Damage,Total Expected Number of Deaths
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,4,0,0,0,0,0,3,0,0,15650110.585220492,0.0011854179117320842,136828524.4932863,26951683.193482824,0.002819135736779275
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,4,0,0,3,0,0,4,0,0,951183.0061158789,8.300941707226266e-05,158847680.63342455,3619637.6758929975,0.0004494791256441766
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,14287406.247578764,0.001055042205175535,129481934.69882782,40661929.1783645,0.004799214231792321
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,4,0,0,2,0,0,2,0,0,666396.9824960144,5.468864869599901e-05,136814014.9183496,27040919.91328175,0.0037988606753127856
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0.0,0.0,160089468.29898155,2668454.6697771186,0.00036646970857191394
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,4,0,0,2,0,0,3,0,0,3512819.2899095416,0.00029876268909500377,154700762.64152116,3512819.2899095416,0.00029876268909500377
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,4,0,0,0,0,0,3,0,0,15774362.09793209,0.0012015334246728605,141852808.38488862,20064346.18428578,0.0018279215237999727
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,4,0,0,1,0,0,3,0,0,7597666.045856185,0.0006119922825433435,143149324.80295256,18899238.65411852,0.0022457101075905343
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,3,0,0,2,0,0,0.0,0.0,135729995.3044908,30712082.050437517,0.004913170964065113
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0.0,0.0,143076585.0989493,23743650.794083543,0.004999469889993988
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,3,0,0,2,0,0,3,0,0,1957086.7092000153,0.00016322550091653467,141955257.62186304,25700737.50328356,0.005162695390910522
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,4,0,0,3,0,0,5,0,0,951183.0061158789,8.300941707226266e-05,162147239.91652197,951183.0061158789,8.300941707226266e-05
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4598297.256537557,0.0003156496645120937,54862719.29296569,102896181.78124067,0.012609121012319107
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4598297.256537557,0.0003156496645120937,59423021.43590583,62731505.315648526,0.008370716157144716
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0,0.0,65743821.745572075,58133208.05911097,0.008055066492632622
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,1,0,0,2,0,0,4185255.822441114,0.00032990200518328536,133597387.91754901,34897337.87287863,0.005243072969248398
26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2170671.428684451,0.00016659493002894508,121481035.8317458,46170987.06990182,0.006239653723901379
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4598297.256537557,0.0003156496645120937,22167818.198803753,247695994.61674422,0.027168375698289865
28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0.0,0.0,122492315.74160133,44000315.641217366,0.006073058793872434
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0,0.0,61183519.60263193,98297884.52470312,0.012293471347807013
30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,11906410.243412478,0.0008442112736081714,115160235.52207956,55906725.884629846,0.006917270067480606
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0.0,0.0,31530112.67088316,243097697.36020666,0.026852726033777773
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,3,0,0,1,0,0,2,0,0,2790170.548294076,0.00021993467012219024,133597387.91754901,42642627.934956074,0.006180404143709807
33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0,0.0,59188618.50847,214647152.89565915,0.022966620839686955
